pref,Prefecture,Party,Year,Votes,Vote.Total,Actual.Voters,Eligible.Voters,vshare
13,Tokyo,5,2014,129992,5763396,5897879,10850600,0.02255475764636
13,Tokyo,33,2014,156170,5763396,5897879,10850600,0.027096871358484
13,Tokyo,34,2014,253107,5763396,5897879,10850600,0.043916295184298
13,Tokyo,3,2014,700127,5763396,5897879,10850600,0.121478204863938
13,Tokyo,35,2014,816047,5763396,5897879,10850600,0.141591346490854
13,Tokyo,4,2014,885927,5763396,5897879,10850600,0.153716142357735
13,Tokyo,2,2014,939795,5763396,5897879,10850600,0.163062715107551
13,Tokyo,1,2014,1847986,5763396,5897879,10850600,0.320641857682519
31,Tottori,98,2014,1506,251520,459303,476953,0.005987595419847
31,Tottori,5,2014,3924,251520,459303,476953,0.015601145038168
31,Tottori,34,2014,4906,251520,459303,476953,0.019505407124682
31,Tottori,4,2014,22596,251520,459303,476953,0.089837786259542
31,Tottori,35,2014,22891,251520,459303,476953,0.091010655216285
31,Tottori,3,2014,43692,251520,459303,476953,0.173711832061069
31,Tottori,2,2014,54948,251520,459303,476953,0.218463740458015
31,Tottori,1,2014,97057,251520,459303,476953,0.385881838422392
16,Toyama,98,2014,2923,408792,422463,890272,0.007150335623006
16,Toyama,33,2014,7246,408792,422463,890272,0.017725395800309
16,Toyama,34,2014,8473,408792,422463,890272,0.020726922248968
16,Toyama,5,2014,21627,408792,422463,890272,0.052904655668408
16,Toyama,4,2014,29410,408792,422463,890272,0.071943677958473
16,Toyama,3,2014,38394,408792,422463,890272,0.093920624669759
16,Toyama,2,2014,42078,408792,422463,890272,0.102932542711208
16,Toyama,35,2014,69170,408792,422463,890272,0.169205855300495
16,Toyama,1,2014,189471,408792,422463,890272,0.463489990019374
30,Wakayama,98,2014,1874,409740,422912,828475,0.004573632059355
30,Wakayama,33,2014,4323,409740,422912,828475,0.010550593059013
30,Wakayama,5,2014,4784,409740,422912,828475,0.011675696783326
30,Wakayama,34,2014,6401,409740,422912,828475,0.015622101820667
30,Wakayama,4,2014,45569,409740,422912,828475,0.111214428662078
30,Wakayama,2,2014,50172,409740,422912,828475,0.122448381900718
30,Wakayama,3,2014,72982,409740,422912,828475,0.178117830819544
30,Wakayama,35,2014,88870,409740,422912,828475,0.216893639869185
30,Wakayama,1,2014,134765,409740,422912,828475,0.328903695026114
6,Yamagata,98,2014,2487,536113,556973,942994,0.004638947386092
6,Yamagata,34,2014,7958,536113,556973,942994,0.014843885524134
6,Yamagata,33,2014,12576,536113,556973,942994,0.023457741185161
6,Yamagata,5,2014,21485,536113,556973,942994,0.040075506469718
6,Yamagata,4,2014,44833,536113,556973,942994,0.083626026602601
6,Yamagata,35,2014,54702,536113,556973,942994,0.102034459153201
6,Yamagata,3,2014,65829,536113,556973,942994,0.122789411933678
6,Yamagata,2,2014,125248,536113,556973,942994,0.233622389309716
6,Yamagata,1,2014,200995,536113,556973,942994,0.374911632435699
35,Yamaguchi,98,2014,4052,611244,625627,1179012,0.006629103925765
35,Yamaguchi,5,2014,8296,611244,625627,1179012,0.0135723213643
35,Yamaguchi,34,2014,10760,611244,625627,1179012,0.01760344477819
35,Yamaguchi,4,2014,50048,611244,625627,1179012,0.08187892232889
35,Yamaguchi,35,2014,68867,611244,625627,1179012,0.112666954604053
35,Yamaguchi,2,2014,95020,611244,625627,1179012,0.155453468663905
35,Yamaguchi,3,2014,99551,611244,625627,1179012,0.162866220363717
35,Yamaguchi,1,2014,274650,611244,625627,1179012,0.44932956397118
19,Yamanashi,98,2014,2421,396507,410183,693210,0.006105819064985
19,Yamanashi,34,2014,6578,396507,410183,693210,0.016589871048935
19,Yamanashi,5,2014,7888,396507,410183,693210,0.019893721926725
19,Yamanashi,33,2014,9275,396507,410183,693210,0.02339176861947
19,Yamanashi,4,2014,43208,396507,410183,693210,0.108971594448522
19,Yamanashi,3,2014,50990,396507,410183,693210,0.128597981876739
19,Yamanashi,35,2014,55532,396507,410183,693210,0.140053012935459
19,Yamanashi,2,2014,83254,396507,410183,693210,0.209968550366072
19,Yamanashi,1,2014,137361,396507,410183,693210,0.346427679713095
